tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
verbliebenen	verbliebenen	verbleiben	ADJA	ADJA.Pos.Nom.Pl.Fem	no	-	-	-	-	-
Altenteil	:	:	$.	SYM.Pun.Colon	no	-	-	-	-	-
:	:	:	$.	SYM.Pun.Colon	no	-	-	-	-	-
»	&quot;	&quot;	$(	N.Reg.Nom.Sg.Fem	yes	direct.speech.1	-	-	-	-
Ist	Ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	direct.speech.1	-	-	-	-
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	direct.speech.1	-	-	-	-
denn	denn	denn	ADV	ADV	no	direct.speech.1	-	-	-	-
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	direct.speech.1	-	-	-	-
Möglichkeit	Möglichkeit	Möglichkeit	NN	N.Reg.Acc.Sg.Fem	no	direct.speech.1	-	-	-	-
?	?	?	$.	SYM.Pun.Sent	no	direct.speech.1	-	-	-	-
Rundum	Rundum	rundum	ADV	ADV	yes	direct.speech.1	-	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	direct.speech.1	-	-	-	-
Meilen	Meilen	Meile	NN	N.Reg.Dat.Pl.Fem	no	direct.speech.1	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	direct.speech.1	-	-	-	-
Meilen	Meilen	Meile	NN	N.Reg.Dat.Pl.Fem	no	direct.speech.1	-	-	-	-
Weges	Weges	Weg	NN	N.Reg.Gen.Sg.Masc	no	direct.speech.1	-	-	-	-
alles	alles	alle	PIS	PRO.Indef.Subst.-.Acc.Sg.Neut	no	direct.speech.1	-	-	-	-
ruinieret	ruinieret	ruinieren	VVFIN	VPP.Full.Psp	no	direct.speech.1	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	direct.speech.1	-	-	-	-
mir	mir	ich	PPER	PRO.Pers.Subst.1.Dat.Sg.*	no	direct.speech.1	-	-	-	-
–	-	-	$(	SYM.Pun.Hyph	no	direct.speech.1	-	-	-	-
mir	mir	ich	PPER	PRO.Refl.Subst.1.Dat.Sg.*	no	direct.speech.1	-	-	-	-
–	-	-	$(	SYM.Pun.Hyph	no	direct.speech.1	-	-	-	-
o	o	o	FM	FM	no	direct.speech.1	-	-	-	-
mir	mir	ich	PPER	PRO.Pers.Subst.1.Dat.Sg.*	no	direct.speech.1	-	-	-	-
allein	allein	allein	ADV	ADV	no	direct.speech.1	-	-	-	-
solche	solche	solch	PIAT	PRO.Indef.Attr.-.Nom.Sg.Fem	no	direct.speech.1	-	-	-	-
Gnade	Gnade	Gnade	NN	N.Reg.Nom.Sg.Fem	no	direct.speech.1	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	direct.speech.1	-	-	-	-
Barmherzigkeit	Barmherzigkeit	Barmherzigkeit	NN	N.Reg.Nom.Sg.Fem	no	direct.speech.1	-	-	-	-
!	!	!	$.	SYM.Pun.Sent	no	direct.speech.1	-	-	-	-
Herr	Herr	Herr	NN	N.Reg.Nom.Sg.Masc	yes	direct.speech.1	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	direct.speech.1	-	-	-	-
womit	womit	womit	PWAV	PROADV.Inter	no	direct.speech.1	-	-	-	-
habe	habe	haben	VAFIN	VFIN.Haben.1.Sg.Pres.Ind	no	direct.speech.1	-	-	-	-
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	direct.speech.1	-	-	-	-
armer	armer	arm	ADJA	ADJA.Pos.Gen.Pl.Masc	no	direct.speech.1	-	-	-	-
unnützer	unnützer	unnütz	ADJA	ADJA.Pos.Gen.Pl.Masc	no	direct.speech.1	-	-	-	-
Sünder	Sünder	Sünder	NN	N.Reg.Gen.Pl.Masc	no	direct.speech.1	-	-	-	-
diese	diese	diese	PDAT	PRO.Dem.Attr.-.Acc.Sg.Fem	no	direct.speech.1	-	-	-	-
Ausnehmung	Ausnehmung	Ausnehmung	NN	N.Reg.Acc.Sg.Fem	no	direct.speech.1	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	direct.speech.1	-	-	-	-
Verschonung	Verschonung	Verschonung	NN	N.Reg.Acc.Sg.Fem	no	direct.speech.1	-	-	-	-
verdienet	verdienet	verdienen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	direct.speech.1	-	-	-	-
?	?	?	$.	SYM.Pun.Sent	no	direct.speech.1	-	-	-	-
«	&quot;	&quot;	$(	CARD	no	direct.speech.1	-	-	-	-
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	-	-	-	-	-
erhob	erhob	erheben	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
wieder	wieder	wieder	ADV	ADV	no	-	-	-	-	-
vom	vom	vom	APPRART	APPRART.Dat.Sg.Masc	no	-	-	-	-	-
Stuhl	Stuhl	Stuhl	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
stand	stand	stehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
inmitten	inmitten	inmitten	APPR	APPR.Gen	no	-	-	-	-	-
seines	seines	seine	PPOSAT	PRO.Poss.Attr.-.Gen.Sg.Neut	no	-	-	-	-	-
Gemachs	Gemachs	Gemach	NN	N.Reg.Gen.Sg.Neut	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
schlug	schlug	schlagen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
die	die	d	ART	ART.Def.Acc.Pl.Fem	no	-	-	-	-	-
Hände	Hände	Hand	NN	N.Reg.Acc.Pl.Fem	no	-	-	-	-	-
zusammen	zusammen	zusammen	PTKVZ	PART.Verb	no	-	-	-	-	-
wie	wie	wie	KOKOM	CONJ.Comp.-	no	-	-	-	-	-
ein	ein	eine	ART	ART.Indef.Nom.Sg.Neut	no	-	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
verwunderndes	verwunderndes	verwundernd	ADJA	ADJA.Pos.Nom.Sg.Neut	no	-	-	-	-	-
Kind	Kind	Kind	NN	N.Reg.Nom.Sg.Neut	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
Doch	Doch	doch	KON	CONJ.Coord.Doch	yes	-	-	-	-	-
nun	nun	nun	ADV	ADV	no	-	-	-	-	-
traf	traf	treffen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
im	im	im	APPRART	APPRART.Dat.Sg.Neut	no	-	-	-	-	-
letzten	letzten	letzte	ADJA	ADJA.Pos.Dat.Sg.Neut	no	-	-	-	-	-
Tageslicht	Tageslicht	Tageslicht	NN	N.Reg.Dat.Sg.Neut	no	-	-	-	-	-
sein	sein	sein	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	no	-	-	-	-	-
Auge	Auge	Auge	NN	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	-	-	-	-	-
Zeichen	Zeichen	Zeichen	NN	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
daß	daß	daß	KOUS	CONJ.SubFin.-	no	-	-	-	-	-
doch	doch	doch	ADV	ADV	no	-	-	-	-	-
jemand	jemand	jemand	PIS	PRO.Indef.Subst.-.Nom.Sg.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
trotz	trotz	trotz	APPR	APPR.Gen	no	-	-	-	-	-
verschlossen	verschlossen	verschließen	ADJD	ADJD.Pos	no	-	-	-	-	-
gebliebener	gebliebener	gebleiben	ADJA	ADJA.Pos.Dat.Sg.Fem	no	-	-	-	-	-
Tür	Tür	Tür	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
im	im	im	APPRART	APPRART.Dat.Sg.Neut	no	-	-	-	-	-
Museo	Museum	Museum	NN	N.Reg.Dat.Sg.Neut	no	-	-	-	-	-
anwesend	anwesend	anwesend	ADJD	ADJD.Pos	no	-	-	-	-	-
gewesen	gewesen	sein	VAPP	VPP.Sein.Psp	no	-	-	-	-	-
sei	sei	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Subj	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
nicht	nicht	nicht	PTKNEG	PART.Neg	no	-	-	-	-	-
ganz	ganz	ganz	ADV	ADV	no	-	-	-	-	-
so	so	so	ADV	ADV	no	-	-	-	-	-
bescheiden	bescheiden	bescheiden	ADJD	ADJD.Pos	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
zierlich	zierlich	zierlich	ADJD	ADJD.Pos	no	-	-	-	-	-
gehauset	gehaust	hausen	VVPP	VPP.Full.Psp	no	-	-	-	-	-
habe	habe	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Subj	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
wie	wie	wie	PWAV	PROADV.Inter	no	-	-	-	-	-
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	-	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
für	für	für	APPR	APPR.Acc	no	-	-	-	-	-
einen	einen	eine	ART	ART.Indef.Acc.Sg.Masc	no	-	-	-	-	-
höflichen	höflichen	höflich	ADJA	ADJA.Pos.Acc.Sg.Masc	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
frommen	frommen	fromm	ADJA	ADJA.Pos.Acc.Sg.Masc	no	-	-	-	-	-
Gast	Gast	Gast	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
gezieme	gezieme	geziemen	VVFIN	VFIN.Full.3.Sg.Pres.Subj	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
Es	Es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	yes	-	-	-	-	-
lag	lag	liegen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
Suppennapf	Suppennapf	Suppennapf	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
aus	aus	aus	APPR	APPR.Dat	no	-	-	-	-	-
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	-	-	-	-	-
Küche	Küche	Küche	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	-	-	-	-	-
Frau	Frau	Frau	NN	N.Reg.Gen.Sg.Fem	no	-	-	-	-	-
Klosteramtmännin	Klosteramtmännin	Klosteramtmannin	NN	N.Name.Nom.Sg.Neut	no	-	-	-	-	-
in	in	in	APPR	APPR.In	no	-	-	-	-	-
Scherben	Scherben	Scherbe	NN	N.Reg.Dat.Pl.Fem	no	-	-	-	-	-
am	am	am	APPRART	APPRART.Dat.Sg.Masc	no	-	-	-	-	-
Boden	Boden	Boden	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
ebenso	ebenso	ebenso	ADV	ADV	no	-	-	-	-	-
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
Teller	Teller	Teller	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	-	-	-	-	-
dem	dem	die	PRELS	PRO.Rel.Subst.-.Dat.Sg.Masc	no	-	-	-	-	-
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
letzte	letzte	letzte	ADJA	ADJA.Pos.Nom.Sg.Masc	no	-	-	-	-	-
Hering	Hering	Hering	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
aus	aus	aus	APPR	APPR.Dat	no	-	-	-	-	-
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	-	-	-	-	-
Speisekammer	Speisekammer	Speisekammer	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
von	von	von	APPR	APPR.Dat	no	-	-	-	-	-
Amelungsborn	Amelungsborn	Amelungsborn	NE	N.Name.Dat.Sg.Neut	no	-	-	-	-	-
gelegen	gelegen	liegen	VVPP	VPP.Full.Psp	no	-	-	-	-	-
hatte	hatte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
Ein	Ein	eine	ART	ART.Indef.Nom.Sg.Neut	yes	-	-	-	-	-
Buch	Buch	Buch	NN	N.Reg.Nom.Sg.Neut	no	-	-	-	-	-
lag	lag	liegen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
in	in	in	APPR	APPR.In	no	-	-	-	-	-
Fetzen	Fetzen	Fetzen	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
zerrissen	zerrissen	zerreissen	VVPP	ADJD.Pos	no	-	-	-	-	-
unter	unter	unter	APPR	APPR.Unter	no	-	-	-	-	-
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	-	-	-	-	-
Tische	Tische	Tisch	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
einzelne	einzelne	einzeln	ADJA	ADJA.Pos.Nom.Pl.Neut	no	-	-	-	-	-
Blätter	Blätter	Blatt	NN	N.Reg.Nom.Pl.Neut	no	-	-	-	-	-
daraus	daraus	daraus	PAV	PROADV.Dem	no	-	-	-	-	-
waren	waren	sein	VAFIN	VFIN.Sein.3.Pl.Past.Ind	no	-	-	-	-	-
durch	durch	durch	APPR	APPR.Acc	no	-	-	-	-	-
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	-	-	-	-	-
ganze	ganze	ganz	ADJA	ADJA.Pos.Acc.Sg.Fem	no	-	-	-	-	-
Zelle	Zelle	Zelle	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
verstreuet	verstreuet	verstreuen	VVFIN	VPP.Full.Psp	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
Magister	Magister	Magister	NN	N.Reg.Nom.Sg.Masc	yes	-	-	-	-	-
Buchius	Buchius	Buchius	NE	N.Name.Nom.Sg.Masc	no	-	-	-	-	-
bückte	bückte	bücken	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
natürlich	natürlich	natürlich	ADV	ADV	no	-	-	-	-	-
zuerst	zuerst	zuerst	ADV	ADV	no	-	-	-	-	-
nach	nach	nach	APPR	APPR.Dat	no	-	-	-	-	-
dem	dem	d	ART	ART.Def.Dat.Sg.Neut	no	-	-	-	-	-
Buche	Buche	Buche	NN	N.Reg.Dat.Sg.Neut	no	-	-	-	-	-
;	;	;	$.	SYM.Pun.Sent	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	reported.thought.8	-	-	-	-
mit	mit	mit	APPR	APPR.Dat	no	reported.thought.8	-	-	-	-
jeder	jeder	jede	PIAT	PRO.Indef.Attr.-.Dat.Sg.Fem	no	reported.thought.8	-	-	-	-
Einzelnheit	Einzelheit	Einzelheit	NN	N.Reg.Dat.Sg.Fem	no	reported.thought.8	-	-	-	-
stand	stand	stehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	reported.thought.8	-	-	-	-
ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	no	reported.thought.8	-	speaker.8	-	-
nunmehr	nunmehr	nunmehr	ADV	ADV	no	reported.thought.8	-	-	-	-
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	reported.thought.8	-	-	-	-
vergangene	vergangene	vergangen	ADJA	ADJA.Pos.Nom.Sg.Masc	no	reported.thought.8	-	-	-	-
Abend	Abend	Abend	NN	N.Reg.Nom.Sg.Masc	no	reported.thought.8	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	reported.thought.8	-	-	-	-
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	reported.thought.8	-	-	-	-
Abend	Abend	Abend	NN	N.Reg.Nom.Sg.Masc	no	reported.thought.8	-	-	-	-
des	des	d	ART	ART.Def.Gen.Sg.Masc	no	reported.thought.8	-	-	-	-
vierten	vierten	viert	ADJA	ADJA.Pos.Gen.Sg.Masc	no	reported.thought.8	-	-	-	-
Novembers	Novembers	November	NN	N.Reg.Gen.Sg.Masc	no	reported.thought.8	-	-	-	-
1761	1761	1761	CARD	CARD	no	reported.thought.8	-	-	-	-
vor	vor	vor	APPR	APPR.Vor	no	reported.thought.8	-	-	-	-
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	reported.thought.8	-	-	-	-
Seele	Seele	Seele	NN	N.Reg.Dat.Sg.Fem	no	reported.thought.8	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	reported.thought.8	-	-	-	-
im	im	im	APPRART	APPRART.Dat.Sg.Neut	no	reported.thought.8	-	-	-	-
Gedächtnis	Gedächtnis	Gedächtnis	NN	N.Reg.Dat.Sg.Neut	no	reported.thought.8	-	-	intexpr.8	-
.	.	.	$.	SYM.Pun.Sent	no	reported.thought.8	-	-	-	-
Auch	Auch	auch	ADV	ADV	yes	-	-	-	-	-
das	das	d	ART	ART.Def.Nom.Sg.Neut	no	-	-	-	-	-
Titelblatt	Titelblatt	Titelblatt	NN	N.Reg.Nom.Sg.Neut	no	-	-	-	-	-
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	-	-	-	-	-
ausgerissen	ausgerissen	ausreissen	VVPP	VPP.Full.Psp	no	-	-	-	-	-
worden	worden	werden	VAPP	VPP.Aux.Psp	no	-	-	-	-	-
;	;	;	$.	SYM.Pun.Sent	no	-	-	-	-	-
aber	aber	aber	ADV	CONJ.Coord.Aber	no	-	frame.2	-	-	-
Magister	Magister	Magister	NN	N.Reg.Nom.Sg.Masc	no	-	frame.2	speaker.2_3	-	-
Buchius	Buchius	Buchius	NE	N.Name.Nom.Sg.Masc	no	-	frame.2	speaker.2_3	-	-
wußte	wußte	wissen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	frame.2	-	intexpr.2	-
doch	doch	doch	ADV	ADV	no	-	frame.2	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	frame.2	-	-	-
was	was	was	PWS	PRO.Inter.Subst.-.Acc.Sg.Neut	no	indirect.thought.2.border=state	-	-	-	-
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	indirect.thought.2.border=state	-	-	-	-
wieder	wieder	wieder	ADV	ADV	no	indirect.thought.2.border=state	-	-	-	-
in	in	in	APPR	APPR.In	no	indirect.thought.2.border=state	-	-	-	-
den	den	d	ART	ART.Def.Dat.Pl.Fem	no	indirect.thought.2.border=state	-	-	-	-
zitternden	zitternden	zitternd	ADJA	ADJA.Pos.Dat.Pl.Fem	no	indirect.thought.2.border=state	-	-	-	-
Händen	Händen	Hand	NN	N.Reg.Dat.Pl.Fem	no	indirect.thought.2.border=state	-	-	-	-
hielt	hielt	halten	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	indirect.thought.2.border=state	-	-	-	-
:	:	:	$.	SYM.Pun.Colon	no	indirect.thought.2.border=state	-	-	-	-
nämlich	nämlich	nämlich	ADV	ADV	no	indirect.thought.2.border=state	-	-	-	-
den	den	d	ART	ART.Def.Dat.Pl.Masc	no	indirect.thought.2.border=state	-	-	-	-
Wunderbaren	Wunderbaren	wunderbar	ADJA	ADJA.Pos.Dat.Pl.Masc	no	indirect.thought.2.border=state	-	-	-	-
Todesboten	Todesboten	Todesbote	NN	N.Reg.Dat.Pl.Masc	no	indirect.thought.2.border=state	-	-	-	-
oder	oder	oder	KON	CONJ.Coord.-	no	indirect.thought.2.border=state	-	-	-	-
schrift-	schrift-	schrift-	TRUNC	TRUNC.Adj	no	indirect.thought.2.border=state	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	indirect.thought.2.border=state	-	-	-	-
vernunftsmäßige	vernunftsmäßige	vernunftsmäßig	ADJA	ADJA.Pos.Nom.Sg.Fem	no	indirect.thought.2.border=state	-	-	-	-
Untersuchung	Untersuchung	Untersuchung	NN	N.Reg.Nom.Sg.Fem	no	indirect.thought.2.border=state	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	indirect.thought.2.border=state	-	-	-	-
was	was	was	PRELS	PRO.Rel.Subst.-.Acc.Sg.Neut	no	indirect.thought.2.border=state	-	-	-	-
zu	zu	zu	PTKZU	PART.Zu	no	indirect.thought.2.border=state	-	-	-	-
halten	halten	halten	VVINF	VINF.Full.-	no	indirect.thought.2.border=state	-	-	-	-
sei	sei	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Subj	no	indirect.thought.2.border=state	-	-	-	-
von	von	von	APPR	APPR.Dat	no	indirect.thought.2.border=state	-	-	-	-
usw.	usw.	usw.	ADV	ADV	no	indirect.thought.2.border=state	-	-	-	-
–	-	-	$(	SYM.Pun.Hyph	no	indirect.thought.2.border=state	-	-	-	-
ans	ans	ans	APPRART	APPRART.Acc.Sg.Neut	no	indirect.thought.2.border=state	-	-	-	-
Licht	Licht	Licht	NN	N.Reg.Acc.Sg.Neut	no	indirect.thought.2.border=state	-	-	-	-
gegeben	gegeben	geben	VVPP	VPP.Full.Psp	no	indirect.thought.2.border=state	-	-	-	-
von	von	von	APPR	APPR.Dat	no	indirect.thought.2.border=state	-	-	-	-
Theodoro	Theodoro	theodoro	ADJA	N.Name.Gen.Sg.*	no	indirect.thought.2.border=state	-	-	-	-
Kampf	Kampf	Kampf	NN	N.Reg.Dat.Sg.Masc	no	indirect.thought.2.border=state	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	indirect.thought.2.border=state	-	-	-	-
Schloßpredigern	Schloßpredigern	Schloßprediger	NN	N.Reg.Dat.Pl.Masc	no	indirect.thought.2.border=state	-	-	-	-
zu	zu	zu	APPR	APPR.Dat	no	indirect.thought.2.border=state	-	-	-	-
Iburg	Iburg	Iburg	NE	N.Name.Dat.Sg.Neut	no	indirect.thought.2.border=state	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	indirect.thought.2.border=state	-	-	-	-
»	&quot;	&quot;	$(	N.Reg.Dat.Sg.Neut	yes	direct.speech.3	-	-	-	-
O	O	O	NE	N.Name.Nom.Sg.*	no	direct.speech.3	-	-	-	-
mein	mein	mein	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Masc	no	direct.speech.3	-	-	-	-
Sohn	Sohn	Sohn	NN	N.Reg.Nom.Sg.Masc	no	direct.speech.3	-	-	-	-
Diedericus	Diedericus	Diedericus	NE	N.Name.Nom.Sg.Masc	no	direct.speech.3	-	-	-	-
!	!	!	$.	SYM.Pun.Sent	no	direct.speech.3	-	-	-	-
Mein	Mein	mein	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	yes	direct.speech.3	-	-	-	-
Thedel	Thedel	Thedel	NN	N.Reg.Acc.Sg.Neut	no	direct.speech.3	-	-	-	-
!	!	!	$.	SYM.Pun.Sent	no	direct.speech.3	-	-	-	-
