tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
haben	haben	haben	VAINF	-	no	direct.speech.4	-	-	-	-
,	,	,	$,	-	no	direct.speech.4	-	-	-	-
und	und	und	KON	-	no	direct.speech.4	-	-	-	-
wird	wird	werden	VAFIN	-	no	direct.speech.4	-	-	-	-
sie	sie	sie	PPER	-	no	direct.speech.4	-	-	-	-
an	an	an	APPR	-	no	direct.speech.4	-	-	-	-
der	der	d	ART	-	no	direct.speech.4	-	-	-	-
Stirn	Stirn	Stirn	NN	-	no	direct.speech.4	-	-	-	-
mit	mit	mit	APPR	-	no	direct.speech.4	-	-	-	-
einem	einem	eine	ART	-	no	direct.speech.4	-	-	-	-
ewigen	ewigen	ewig	ADJA	-	no	direct.speech.4	-	-	-	-
Mal	Mal	Mal	NN	-	no	direct.speech.4	-	-	-	-
zeichnen	zeichnen	zeichnen	VVFIN	-	no	direct.speech.4	-	-	-	-
.	.	.	$.	-	no	direct.speech.4	-	-	-	-
Jch	Ich	ich	PPER	-	yes	direct.speech.4	-	-	-	-
danke	danke	danken	VVFIN	-	no	direct.speech.4	-	-	-	-
den	den	d	ART	-	no	direct.speech.4	-	-	-	-
Officieren	Offizieren	Offizier	NN	-	no	direct.speech.4	-	-	-	-
und	und	und	KON	-	no	direct.speech.4	-	-	-	-
den	den	d	ART	-	no	direct.speech.4	-	-	-	-
Soldaten	Soldaten	Soldat	NN	-	no	direct.speech.4	-	-	-	-
für	für	für	APPR	-	no	direct.speech.4	-	-	-	-
ihre	ihre	ihr	PPOSAT	-	no	direct.speech.4	-	-	-	-
Mitwirkung	Mitwirkung	Mitwirkung	NN	-	no	direct.speech.4	-	-	-	-
und	und	und	KON	-	no	direct.speech.4	-	-	-	-
ihren	ihren	ihr	PPOSAT	-	no	direct.speech.4	-	-	-	-
Muth	Mut	Mut	NN	-	no	direct.speech.4	-	-	-	-
.	.	.	$.	-	no	direct.speech.4	-	-	-	-
“	&quot;	&quot;	$(	-	no	direct.speech.4	-	-	-	-
(	(	(	$(	-	yes	-	-	-	-	-
T.	T.	T.	NE	-	no	-	-	-	-	-
N. )	N.)	N.)	NE	-	no	-	-	-	-	-
St.	St.	St.	NE	-	yes	-	-	-	-	-
Petersburg	Petersburg	Petersburg	NE	-	yes	-	-	-	-	-
,	,	,	$,	-	no	-	-	-	-	-
7	7	7	CARD	-	no	-	-	-	-	-
März	März	März	NN	-	no	-	-	-	-	-
.	.	.	$.	-	no	-	-	-	-	-
Der	Der	d	ART	-	yes	reported.speech.9.border=unspec	-	-	-	-
Kaiser	Kaiser	Kaiser	NN	-	no	reported.speech.9.border=unspec	-	-	-	-
Alexander	Alexander	Alexander	NE	-	no	reported.speech.9.border=unspec	-	-	-	-
ist	ist	sein	VAFIN	-	no	reported.speech.9.border=unspec	-	-	-	-
vom	vom	vom	APPRART	-	no	reported.speech.9.border=unspec	-	-	-	-
Kaiser	Kaiser	Kaiser	NN	-	no	reported.speech.9.border=unspec	-	speaker.9	-	-
Wilhelm	Wilhelm	Wilhelm	NE	-	no	reported.speech.9.border=unspec	-	speaker.9	-	-
zum	zum	zum	APPRART	-	no	reported.speech.9.border=unspec	-	-	-	-
Chef	Chef	Chef	NN	-	no	reported.speech.9.border=unspec	-	-	-	-
des	des	d	ART	-	no	reported.speech.9.border=unspec	-	-	-	-
preußischen	preußischen	preußisch	ADJA	-	no	reported.speech.9.border=unspec	-	-	-	-
Garde=	Garde	Garde	NN	-	no	reported.speech.9.border=unspec	-	-	-	-
Grenadier=	Grenadier	Grenadier	NE	-	no	reported.speech.9.border=unspec	-	-	-	-
Regiments	Regiments	Regiment	NN	-	no	reported.speech.9.border=unspec	-	-	-	-
ernannt	ernannt	ernennen	VVPP	-	no	reported.speech.9.border=unspec	-	-	intexpr.9	-
.	.	.	$.	-	no	reported.speech.9.border=unspec	-	-	-	-
Seinerseits	Seinerseits	seinerseits	ADV	-	yes	reported.speech.10.border=unspec	-	-	-	-
hat	hat	haben	VAFIN	-	no	reported.speech.10.border=unspec	-	-	-	-
Kaiser	Kaiser	Kaiser	NE	-	no	reported.speech.10.border=unspec	-	speaker.10	-	-
Alexander	Alexander	Alexander	NE	-	no	reported.speech.10.border=unspec	-	speaker.10	-	-
den	den	d	ART	-	no	reported.speech.10.border=unspec	-	-	-	-
Deutschen	Deutschen	deutsch	ADJA	-	no	reported.speech.10.border=unspec	-	-	-	-
Kaiser	Kaiser	Kaiser	NN	-	no	reported.speech.10.border=unspec	-	-	-	-
zum	zum	zum	APPRART	-	no	reported.speech.10.border=unspec	-	-	-	-
Chef	Chef	Chef	NN	-	no	reported.speech.10.border=unspec	-	-	-	-
des	des	d	ART	-	no	reported.speech.10.border=unspec	-	-	-	-
altberühmten	altberühmten	altberühmt	ADJA	-	no	reported.speech.10.border=unspec	-	-	-	-
russischen	russischen	russisch	ADJA	-	no	reported.speech.10.border=unspec	-	-	-	-
Dragoner	Dragoner	Dragoner	NN	-	no	reported.speech.10.border=unspec	-	-	-	-
=			XY	-	no	reported.speech.10.border=unspec	-	-	-	-
Regiments	Regiments	Regiment	NN	-	no	reported.speech.10.border=unspec	-	-	-	-
„	&quot;	&quot;	$(	-	no	reported.speech.10.border=unspec	-	-	-	-
der	der	d	ART	-	no	reported.speech.10.border=unspec	-	-	-	-
Kriegsorden	Kriegsorden	Kriegsorden	NN	-	no	reported.speech.10.border=unspec	-	-	-	-
“	&quot;	&quot;	$(	-	no	reported.speech.10.border=unspec	-	-	-	-
(	(	(	$(	-	no	reported.speech.10.border=unspec	-	-	-	-
früher	früher	früh	ADJA	-	no	reported.speech.10.border=unspec	-	-	-	-
Cürassier=	Kürassier	Kürassier	NN	-	no	reported.speech.10.border=unspec	-	-	-	-
Regiment	Regiment	Regiment	NN	-	no	reported.speech.10.border=unspec	-	-	-	-
)	)	)	$(	-	no	reported.speech.10.border=unspec	-	-	-	-
und	und	und	KON	-	no	reported.speech.10.border=unspec	-	-	-	-
den	den	d	ART	-	no	reported.speech.10.border=unspec	-	-	-	-
Kronprinzen=	Kronprinzen	Kronprinz	NN	-	no	reported.speech.10.border=unspec	-	-	-	-
Feldmarschall	Feldmarschall	Feldmarschall	NN	-	no	reported.speech.10.border=unspec	-	-	-	-
zum	zum	zum	APPRART	-	no	reported.speech.10.border=unspec	-	-	-	-
Chef	Chef	Chef	NN	-	no	reported.speech.10.border=unspec	-	-	-	-
des	des	d	ART	-	no	reported.speech.10.border=unspec	-	-	-	-
russischen	russischen	russisch	ADJA	-	no	reported.speech.10.border=unspec	-	-	-	-
