tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
unbesorgt	unbesorgt	unbesorgt	ADJD	ADJD.Pos	no	-	-	-	-	-
in	in	in	APPR	APPR.In	no	-	-	-	-	-
ihre	ihre	ihr	PPOSAT	PRO.Poss.Attr.-.Acc.Pl.Fem	no	-	-	-	-	-
für	für	für	APPR	APPR.Acc	no	-	-	-	-	-
Schulen	Schulen	Schule	NN	N.Reg.Acc.Pl.Fem	no	-	-	-	-	-
bestimmten	bestimmten	bestimmt	ADJA	ADJA.Pos.Dat.Pl.Fem	no	-	-	-	-	-
Sammlungen	Sammlungen	Sammlung	NN	N.Reg.Dat.Pl.Fem	no	-	-	-	-	-
aufnehmen	aufnehmen	aufnehmen	VVINF	VINF.Full.-	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
daß	daß	daß	KOUS	CONJ.SubFin.-	no	-	-	-	-	-
unsre	unsere	unser	PPOSAT	PRO.Poss.Attr.-.Nom.Pl.Masc	no	-	-	-	-	-
Schuldirectoren	Schuldirektoren	Schuldirektor	NN	N.Reg.Nom.Pl.Masc	no	-	-	speaker.29	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
Schulinspectoren	Schulinspektoren	Schulinspektor	NN	N.Reg.Nom.Pl.Masc	no	-	-	speaker.29	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
die	die	der	PRELS	PRO.Rel.Subst.-.Nom.Pl.Masc	no	-	-	-	-	-
jedes	jedes	jeder	PIAT	PRO.Indef.Subst.-.Acc.Sg.Neut	no	-	-	-	-	-
gegen	gegen	gegen	APPR	APPR.Acc	no	-	-	-	-	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Acc.Pl.*	no	-	-	-	-	-
begangene	begangene	begangen	ADJA	ADJA.Pos.Nom.Sg.Masc	no	-	-	-	-	-
Attentat	Attentat	Attentat	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
auf'	auf	auf	APPR	APPR.Auf	no	-	-	-	-	-
S	S	--	NE	N.Reg.Nom.Sg.Neut	no	-	-	-	-	-
strengste	strengste	streng	ADJA	ADJA.Sup.Acc.Sg.Fem	no	-	-	-	-	-
ahnden	ahnden	ahnden	VVINF	VINF.Full.-	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
dieses	dieses	dieser	PDAT	PRO.Dem.Attr.-.Nom.Sg.Neut	no	-	-	-	-	-
declamatorische	deklamatorische	deklamatorisch	ADJA	ADJA.Pos.Nom.Sg.Neut	no	-	-	-	-	-
Prachtstück	Prachtstück	Prachtstück	NN	N.Reg.Nom.Sg.Neut	no	-	-	speaker.25	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
worin	worin	worin	PWAV	PROADV.Inter	no	reported.writing.25	-	-	-	-
ein	ein	ein	ART	ART.Indef.Nom.Sg.Neut	no	reported.writing.25	-	-	-	-
ziemlich	ziemlich	ziemlich	ADV	ADV	no	reported.writing.25	-	-	-	-
grobes	grobes	grob	ADJA	ADJA.Pos.Nom.Sg.Neut	no	reported.writing.25	-	-	-	-
Attentat	Attentat	Attentat	NN	N.Reg.Nom.Sg.Neut	no	reported.writing.25	-	-	-	-
gerechtfertigt	gerechtfertigt	rechtfertigen	VVPP	VPP.Full.Psp	no	reported.writing.25	-	-	intexpr.25	-
wird	wird	werden	VAFIN	VFIN.Aux.3.Sg.Pres.Ind	no	reported.writing.25	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
den	den	der	ART	ART.Def.Acc.Sg.Masc	no	reported.speech.29	-	-	-	-
Gymnasiasten	Gymnasiasten	Gymnasiast	NN	N.Reg.Acc.Sg.Masc	no	reported.speech.29	-	-	-	-
zur	zur	zu	APPRART	APPRART.Dat.Sg.Fem	no	reported.speech.29	-	-	-	-
Uebung	Übung	Übung	NN	N.Reg.Dat.Sg.Fem	no	reported.speech.29	-	-	-	-
ihres	ihres	ihr	PPOSAT	PRO.Poss.Attr.-.Gen.Sg.Neut	no	reported.speech.29	-	-	-	-
rhetorischen	rhetorischen	rhetorisch	ADJA	ADJA.Pos.Gen.Sg.Neut	no	reported.speech.29	-	-	-	-
Talentes	Talentes	Talent	NN	N.Reg.Gen.Sg.Neut	no	reported.speech.29	-	-	-	-
empfehlen	empfehlen	empfehlen	VVINF	VINF.Full.-	no	reported.speech.29	-	-	intexpr.29	-
.	.	--	$.	SYM.Pun.Sent	no	reported.speech.29	-	-	-	-
So	So	so	ADV	ADV	yes	-	-	-	-	-
findet	findet	finden	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
der	der	der	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
Teufel	Teufel	Teufel	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
dem	dem	der	PRELS	PRO.Rel.Subst.-.Dat.Sg.Masc	no	-	-	-	-	-
man	man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	no	-	-	-	-	-
so	so	so	ADV	ADV	no	-	-	-	-	-
gern	gern	gern	ADV	ADV	no	-	-	-	-	-
die	die	der	ART	ART.Def.Acc.Pl.Masc	no	-	-	-	-	-
Zugänge	Zugänge	Zugang	NN	N.Reg.Acc.Pl.Masc	no	-	-	-	-	-
verstopfte	verstopfte	verstopft	ADJA	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
doch	doch	doch	ADV	ADV	no	-	-	-	-	-
immer	immer	immer	ADV	ADV	no	-	-	-	-	-
wieder	wieder	wieder	ADV	ADV	no	-	-	-	-	-
ein	ein	ein	ART	ART.Indef.Nom.Sg.Neut	no	-	-	-	-	-
Loch	Loch	Loch	NN	N.Reg.Nom.Sg.Neut	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
wo	wo	wo	PWAV	PROADV.Inter	no	-	-	-	-	-
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	-	-	-	-	-
durchschlüpfen	durchschlüpfen	durchschlüpfen	VVINF	VINF.Full.-	no	-	-	-	-	-
kann	kann	können	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	-	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Da	Da	da	KOUS	CONJ.SubFin.-	yes	-	-	-	-	-
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	-	-	-	-	-
gerade	gerade	gerade	ADV	ADV	no	-	-	-	-	-
bei	bei	bei	APPR	APPR.Dat	no	-	-	-	-	-
dem	dem	der	ART	ART.Def.Dat.Sg.Neut	no	-	-	-	-	-
Theater	Theater	Theater	NN	N.Reg.Dat.Sg.Neut	no	-	-	-	-	-
stehe	stehe	stehen	VVFIN	VFIN.Full.1.Sg.Pres.Ind	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
so	so	so	ADV	ADV	no	-	-	-	-	-
erlaube	erlaube	erlauben	VVFIN	VFIN.Full.1.Sg.Pres.Ind	no	-	-	-	-	-
man	man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	no	-	-	-	-	-
mir	mir	sich	PPER	PRO.Refl.Subst.1.Dat.Sg.*	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
an	an	an	APPR	APPR.An	no	-	-	-	-	-
dieser	dieser	dieser	PDAT	PRO.Dem.Attr.-.Dat.Sg.Fem	no	-	-	-	-	-
Stelle	Stelle	Stelle	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
der	der	der	ART	ART.Def.Dat.Sg.Fem	no	-	-	-	-	-
Vollständigkeit	Vollständigkeit	Vollständigkeit	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
wegen	wegen	wegen	APPR	APPO.Dat	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
das	das	der	ART	ART.Def.Acc.Sg.Neut	no	-	-	-	-	-
Register	Register	Register	NN	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
der	der	der	ART	ART.Def.Gen.Pl.Masc	no	-	-	-	-	-
Münchner	Münchner	Münchner	ADJA	ADJA.Pos.*.*.*	no	-	-	-	-	-
Theaterdichter	Theaterdichter	Theaterdichter	NN	N.Reg.Gen.Pl.Masc	no	-	-	-	-	-
mit	mit	mit	APPR	APPR.Dat	no	-	-	-	-	-
Ergänzungen	Ergänzungen	Ergänzung	NN	N.Reg.Dat.Pl.Fem	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
Berichtigungen	Berichtigungen	Berichtigung	NN	N.Reg.Dat.Pl.Fem	no	-	-	-	-	-
noch	noch	noch	ADV	ADV	no	-	-	-	-	-
einmal	einmal	einmal	ADV	ADV	no	-	-	-	-	-
aufzuführen	aufzuführen	aufführen	VVIZU	VINF.Full.zu	no	-	-	-	-	-
:	:	--	$.	SYM.Pun.Colon	no	-	-	-	-	-
Zuerst	Zuerst	zuerst	ADV	ADV	no	-	-	-	-	-
J.	J.	J.	NE	N.Name.Nom.Sg.Masc	no	-	-	-	-	-
von	von	von	APPR	N.Name.*.*.*	no	-	-	-	-	-
Plötz	Plötze	Plötze	NN	N.Name.Nom.Sg.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
der	der	der	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
bekannteste	bekannteste	bekannt	ADJA	ADJA.Sup.Nom.Sg.Masc	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
bühnenerfahrenste	bühnenerfahrenste	bühnenerfahren	ADJA	ADJA.Sup.Nom.Sg.Masc	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
dabei	dabei	dabei	PAV	PROADV.Dem	no	-	-	-	-	-
doch	doch	doch	ADV	ADV	no	-	-	-	-	-
anspruchlos	anspruchlos	anspruchlos	ADJD	ADJD.Pos	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
PH	PH	PH	NE	CARD	no	-	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Berger	Berger	Berger	NE	N.Name.Nom.Sg.Masc	yes	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
Feldmann	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
F.	F.	F.	NE	N.Name.Nom.Sg.Masc	no	reported.writing.4	-	speaker.4	-	-
Löste	Löste	Löste	VVFIN	N.Name.Nom.Sg.Masc	no	reported.writing.4	-	speaker.4	-	-
,	,	--	$,	SYM.Pun.Comma	no	reported.writing.4	-	-	-	-
der	der	der	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	reported.writing.4	-	-	-	-
ein	ein	ein	ART	ART.Indef.Acc.Sg.Neut	no	reported.writing.4	-	-	-	-
historisch-romantisches	historisch-romantisches	historisch-romantisch	ADJA	ADJA.Pos.Acc.Sg.Neut	no	reported.writing.4	-	-	-	-
Lustspiel	Lustspiel	Lustspiel	NN	N.Reg.Acc.Sg.Neut	no	reported.writing.4	-	-	-	-
„	&quot;	&quot;	$(	N.Name.*.*.*	no	reported.writing.4	-	-	-	-
Angelina	Angelina	Angelina	NE	N.Name.*.*.*	no	reported.writing.4	-	-	-	-
"	&quot;	&quot;	$(	N.Name.Nom.Sg.*	no	reported.writing.4	-	-	-	-
nach	nach	nach	APPR	APPR.Dat	no	reported.writing.4	-	-	-	-
einer	einer	ein	ART	ART.Indef.Dat.Sg.Fem	no	reported.writing.4	-	-	-	-
Novelle	Novelle	Novelle	NN	N.Reg.Dat.Sg.Fem	no	reported.writing.4	-	-	-	-
von	von	von	APPR	APPR.Dat	no	reported.writing.4	-	-	-	-
Hermann	Hermann	Hermann	NE	N.Name.Nom.Sg.Masc	no	reported.writing.4	-	-	-	-
Meinert	Meinert	Meinert	NE	N.Name.Dat.Sg.Masc	no	reported.writing.4	-	-	-	-
schrieb	schrieb	schreiben	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	reported.writing.4	-	-	intexpr.4	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
H.	H.	H.	NE	N.Name.Nom.Sg.Masc	no	-	-	-	-	-
Schmidt	Schmidt	Schmidt	NE	N.Name.Nom.Sg.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
Verf	Verf	Verf	NE	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
eines	eines	ein	ART	ART.Indef.Gen.Sg.Neut	no	-	-	-	-	-
„	&quot;	&quot;	$(	ADJA.Pos.Gen.Sg.Neut	no	-	-	-	-	-
Camoens	Camoens	Camoens	NE	N.Reg.Gen.Sg.Neut	no	-	-	-	-	-
"	&quot;	&quot;	$(	CARD	no	-	-	-	-	-
(	(	--	$(	SYM.Paren.Left	no	-	-	-	-	-
nicht	nicht	nicht	PTKNEG	PART.Neg	no	-	-	-	-	-
Petrarca	Petrarca	Petrarca	NE	FM	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
"	&quot;	&quot;	$(	FM	no	-	-	-	-	-
wie	wie	wie	PWAV	CONJ.Comp.-	no	reported.thought.15	-	-	-	-
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	reported.thought.15	-	speaker.15_16	-	-
früher	früher	früh	ADJD	ADJD.Comp	no	reported.thought.15	-	-	-	-
gemeldet	gemeldet	melden	VVPP	VPP.Full.Psp	no	reported.thought.15|reported.speech writing.16	-	-	intexpr.16	-
zu	zu	zu	PTKZU	PART.Zu	no	reported.thought.15	-	-	-	-
haben	haben	haben	VAINF	VINF.Haben.-	no	reported.thought.15	-	-	-	-
glaube	glaube	glauben	VVFIN	VFIN.Full.1.Sg.Pres.Ind	no	reported.thought.15	-	-	intexpr.15	-
)	)	--	$(	SYM.Paren.Right	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
U.	U.	U.	NN	CONJ.Coord.-	no	-	-	-	-	-
von	von	von	APPR	APPR.Dat	no	-	-	-	-	-
Destouches	Destouches	Destouch	NE	N.Reg.Gen.Sg.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
Verf	Verf	Verf	NE	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
eines	eines	ein	ART	ART.Indef.Gen.Sg.Neut	no	-	-	-	-	-
Stückes	Stückes	Stück	NN	N.Reg.Gen.Sg.Neut	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
„	&quot;	&quot;	$(	ADJD.Pos	no	-	-	-	-	-
der	der	der	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
treue	treue	treu	ADJA	ADJA.Pos.Nom.Sg.Masc	no	-	-	-	-	-
Uhlan	Ulan	Ulan	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
"	&quot;	&quot;	$(	N.Name.*.*.*	no	-	-	-	-	-
August	August	August	NE	N.Name.*.*.*	no	-	-	-	-	-
Heigel	Heigel	Heigel	NE	N.Name.Nom.Sg.*	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
Ringler	Ringler	Ringler	NE	N.Name.Nom.Sg.*	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
Chr.	Chr.	Chr.	NE	N.Name.Nom.Sg.Masc	no	-	-	-	-	-
Knorr	Knorr	Knorr	NE	N.Name.Nom.Sg.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
Köberle	Köberle	Köberle	NE	N.Name.Nom.Sg.Fem	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
Trautmann	Trautmann	Trautmann	NN	N.Name.Nom.Sg.Fem	no	-	-	-	-	-
u.	u.	u.	KON	CONJ.Coord.-	no	-	-	-	-	-
s.	s.	s.	VVIMP	VIMP.Full.2.Sg	no	-	-	-	-	-
f	f	f	NE	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Von	Von	von	APPR	APPR.Dat	yes	-	-	-	-	-
Knorr	Knorr	Knorr	NE	N.Name.Dat.Sg.*	no	-	-	-	-	-
wurde	wurde	werden	VAFIN	VFIN.Aux.3.Sg.Past.Ind	no	-	-	-	-	-
vor	vor	vor	APPR	APPR.Vor	no	-	-	-	-	-
Kurzem	Kurzem	Kurzem	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
ein	ein	ein	ART	ART.Indef.Nom.Sg.Neut	no	-	-	-	-	-
historisches	historisches	historisch	ADJA	ADJA.Pos.Nom.Sg.Neut	no	-	-	-	-	-
Trauerspiel	Trauerspiel	Trauerspiel	NN	N.Reg.Nom.Sg.Neut	no	-	-	-	-	-
„	&quot;	&quot;	$(	FM	no	-	-	-	-	-
Jacobäa	Jacobäa	Jacobäa	NE	FM	no	-	-	-	-	-
"	&quot;	&quot;	$(	FM	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
von	von	von	APPR	APPR.Dat	no	-	-	-	-	-
Ringler	Ringler	Ringler	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
ein	ein	ein	ART	ART.Indef.Nom.Sg.Neut	no	-	-	-	-	-
Lustspiel	Lustspiel	Lustspiel	NN	N.Reg.Nom.Sg.Neut	no	-	-	-	-	-
„	&quot;	&quot;	$(	CARD	no	-	-	-	-	-
der	der	der	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
Wind	Wind	Wind	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
hat	hat	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Ind	no	-	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
gedreht	gedreht	drehen	VVPP	ADJD.Pos	no	-	-	-	-	-
"	&quot;	&quot;	$(	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	-	-	-	-	-
der	der	der	ART	ART.Def.Dat.Sg.Fem	no	-	-	-	-	-
hiesigen	hiesigen	hiesig	ADJA	ADJA.Pos.Dat.Sg.Fem	no	-	-	-	-	-
Bühne	Bühne	Bühne	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
aufgeführt	aufgeführt	aufführen	VVPP	VPP.Full.Psp	no	-	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Was	Was	was	PWS	PRO.Inter.Subst.-.Nom.Sg.Neut	yes	-	-	-	-	-
kümmert	kümmert	kümmern	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
uns	uns	uns	PPER	PRO.Pers.Subst.1.Dat.Pl.*	no	-	-	-	-	-
hier	hier	hier	ADV	ADV	no	-	-	-	-	-
die	die	der	ART	ART.Def.Acc.Sg.Fem	no	-	-	-	-	-
Kritik	Kritik	Kritik	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
wenn	wenn	wenn	KOUS	CONJ.SubFin.-	no	-	-	-	-	-
las	las	las	VVFIN	N.Name.*.*.*	no	-	-	-	-	-
Publicum	Publikum	Publikum	NN	N.Reg.Nom.Sg.Neut	no	-	-	-	-	-
günstig	günstig	günstig	ADJD	ADJD.Pos	no	-	-	-	-	-
urtheilt	urteilt	urteilen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
?	?	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Wir	Wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	yes	-	-	-	-	-
leben	leben	leben	VVFIN	VFIN.Full.1.Pl.Pres.Ind	no	-	-	-	-	-
hier	hier	hier	ADV	ADV	no	-	-	-	-	-
als	als	als	KOKOM	APPR.Als	no	-	-	-	-	-
literarische	literarische	literarisch	ADJA	ADJA.Pos.Nom.Pl.Masc	no	-	-	-	-	-
Robinsons	Robinsons	Robinson	NN	N.Name.Nom.Pl.*	no	-	-	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	-	-	-	-	-
einer	einer	ein	ART	ART.Indef.Dat.Sg.Fem	no	-	-	-	-	-
ziemlich	ziemlich	ziemlich	ADV	ADV	no	-	-	-	-	-
isolirten	isolierten	isoliert	ADJA	ADJA.Pos.Dat.Sg.Fem	no	-	-	-	-	-
Insel	Insel	Insel	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
die	die	der	ART	ART.Def.Acc.Sg.Fem	no	-	-	-	-	-
norddeutsche	norddeutsche	norddeutsch	ADJA	ADJA.Pos.Acc.Sg.Fem	no	-	-	-	-	-
Kritik	Kritik	Kritik	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
schlägt	schlägt	schlagen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
nur	nur	nur	ADV	ADV	no	-	-	-	-	-
in	in	in	APPR	APPR.In	no	-	-	-	-	-
einzelnen	einzelnen	einzeln	ADJA	ADJA.Pos.Dat.Pl.Fem	no	-	-	-	-	-
verlorenen	verlorenen	verloren	ADJA	ADJA.Pos.Dat.Pl.Fem	no	-	-	-	-	-
Wellen	Wellen	Welle	NN	N.Reg.Dat.Pl.Fem	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
Brandungen	Brandungen	Brandung	NN	N.Reg.Dat.Pl.Fem	no	-	-	-	-	-
an	an	an	APPR	APPR.An	no	-	-	-	-	-
unser	unser	unser	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	no	-	-	-	-	-
Ufer	Ufer	Ufer	NN	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
;	;	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
die	die	der	ART	ART.Def.Nom.Sg.Fem	no	-	-	-	-	-
einheimische	einheimische	einheimisch	ADJA	ADJA.Pos.Nom.Sg.Fem	no	-	-	-	-	-
Kritik	Kritik	Kritik	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
aber	aber	aber	ADV	ADV	no	-	-	-	-	-
ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	-	-	-	-	-
der	der	der	ART	PRO.Dem.Subst.-.Nom.Sg.Masc	no	-	-	-	-	-
vielen	vielen	vieler	PIAT	PRO.Indef.Attr.-.Dat.Pl.Fem	no	-	-	-	-	-
Klippen	Klippen	Klippe	NN	N.Reg.Dat.Pl.Fem	no	-	-	-	-	-
wegen	wegen	wegen	APPR	APPO.Dat	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
welche	welche	welcher	PRELS	PRO.Rel.Subst.-.Nom.Pl.Fem	no	-	-	-	-	-
unsere	unsere	unser	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Fem	no	-	-	-	-	-
Insel	Insel	Insel	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
einfassen	einfassen	einfassen	VVINF	VFIN.Full.3.Pl.Pres.Ind	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
schwer	schwer	schwer	ADJD	ADJD.Pos	no	-	-	-	-	-
zu	zu	zu	PTKZU	PART.Zu	no	-	-	-	-	-
befahren	befahren	befahren	VVINF	VINF.Full.-	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
vorzüglich	vorzüglich	vorzüglich	ADJD	ADJD.Pos	no	-	frame.8	-	-	-
wenn	wenn	wenn	KOUS	CONJ.SubFin.-	no	-	frame.8	-	-	-
der	der	der	ART	ART.Def.Nom.Sg.Masc	no	-	frame.8	-	-	-
